GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold
G5500250011506,2020,1400000US55025011506,55025011506,Wisconsin,Dane County,25,11506,6815,6745,70,98.972854,1.027146001
G5500250011507,2020,1400000US55025011507,55025011507,Wisconsin,Dane County,25,11507,5397,5304,93,98.27682046,1.723179544
G5500250011508,2020,1400000US55025011508,55025011508,Wisconsin,Dane County,25,11508,4288,4007,281,93.44682836,6.553171642
G5500250011600,2020,1400000US55025011600,55025011600,Wisconsin,Dane County,25,11600,7398,7152,246,96.67477697,3.325223033
G5500250011700,2020,1400000US55025011700,55025011700,Wisconsin,Dane County,25,11700,4431,562,3869,12.68336719,87.31663281
G5500250011800,2020,1400000US55025011800,55025011800,Wisconsin,Dane County,25,11800,5828,0,5828,0,100
G5500250011900,2020,1400000US55025011900,55025011900,Wisconsin,Dane County,25,11900,7172,0,7172,0,100
G5500250012002,2020,1400000US55025012002,55025012002,Wisconsin,Dane County,25,12002,4864,557,4307,11.45148026,88.54851974
G5500250012003,2020,1400000US55025012003,55025012003,Wisconsin,Dane County,25,12003,6548,5967,581,91.1270617,8.872938302
G5500250012004,2020,1400000US55025012004,55025012004,Wisconsin,Dane County,25,12004,2676,2215,461,82.77279522,17.22720478
G5500250012100,2020,1400000US55025012100,55025012100,Wisconsin,Dane County,25,12100,2834,172,2662,6.069160198,93.9308398
G5500250012201,2020,1400000US55025012201,55025012201,Wisconsin,Dane County,25,12201,1945,1823,122,93.72750643,6.272493573
G5500250012202,2020,1400000US55025012202,55025012202,Wisconsin,Dane County,25,12202,6751,6741,10,99.8518738,0.148126204
G5500250012300,2020,1400000US55025012300,55025012300,Wisconsin,Dane County,25,12300,5765,5085,680,88.20468343,11.79531657
G5500250012400,2020,1400000US55025012400,55025012400,Wisconsin,Dane County,25,12400,4980,94,4886,1.887550201,98.1124498
G5500250012501,2020,1400000US55025012501,55025012501,Wisconsin,Dane County,25,12501,6657,6044,613,90.79164789,9.208352111
G5500250012502,2020,1400000US55025012502,55025012502,Wisconsin,Dane County,25,12502,6958,5467,1491,78.57142857,21.42857143
G5500250012600,2020,1400000US55025012600,55025012600,Wisconsin,Dane County,25,12600,4460,0,4460,0,100
G5500250012700,2020,1400000US55025012700,55025012700,Wisconsin,Dane County,25,12700,4215,0,4215,0,100
G5500250012800,2020,1400000US55025012800,55025012800,Wisconsin,Dane County,25,12800,8313,7730,583,92.98688801,7.013111993
G5500250012900,2020,1400000US55025012900,55025012900,Wisconsin,Dane County,25,12900,3929,0,3929,0,100
G5500250013000,2020,1400000US55025013000,55025013000,Wisconsin,Dane County,25,13000,4708,0,4708,0,100
G5500250013100,2020,1400000US55025013100,55025013100,Wisconsin,Dane County,25,13100,4845,0,4845,0,100
G5500250013201,2020,1400000US55025013201,55025013201,Wisconsin,Dane County,25,13201,3879,704,3175,18.14900748,81.85099252
G5500250013202,2020,1400000US55025013202,55025013202,Wisconsin,Dane County,25,13202,8000,6453,1547,80.6625,19.3375
G5500250013301,2020,1400000US55025013301,55025013301,Wisconsin,Dane County,25,13301,5104,4728,376,92.63322884,7.36677116
G5500250013302,2020,1400000US55025013302,55025013302,Wisconsin,Dane County,25,13302,5472,5351,121,97.78874269,2.21125731
G5500250013700,2020,1400000US55025013700,55025013700,Wisconsin,Dane County,25,13700,7107,6773,334,95.30040805,4.699591952
G5500250991702,2020,1400000US55025991702,55025991702,Wisconsin,Dane County,25,991702,0,0,0,,
G5500250991703,2020,1400000US55025991703,55025991703,Wisconsin,Dane County,25,991703,0,0,0,,
G5500270960100,2020,1400000US55027960100,55027960100,Wisconsin,Dodge County,27,960100,6240,0,6240,0,100
G5500270960200,2020,1400000US55027960200,55027960200,Wisconsin,Dodge County,27,960200,3006,0,3006,0,100
G5500270960300,2020,1400000US55027960300,55027960300,Wisconsin,Dodge County,27,960300,8155,8070,85,98.95769467,1.042305334
G5500270960400,2020,1400000US55027960400,55027960400,Wisconsin,Dodge County,27,960400,4426,1593,2833,35.99186624,64.00813376
G5500270960500,2020,1400000US55027960500,55027960500,Wisconsin,Dodge County,27,960500,4078,0,4078,0,100
G5500270960600,2020,1400000US55027960600,55027960600,Wisconsin,Dodge County,27,960600,4046,0,4046,0,100
G5500270960700,2020,1400000US55027960700,55027960700,Wisconsin,Dodge County,27,960700,4698,4698,0,100,0
G5500270960800,2020,1400000US55027960800,55027960800,Wisconsin,Dodge County,27,960800,3588,3588,0,100,0
G5500270960900,2020,1400000US55027960900,55027960900,Wisconsin,Dodge County,27,960900,4364,4357,7,99.8395967,0.1604033
G5500270961000,2020,1400000US55027961000,55027961000,Wisconsin,Dodge County,27,961000,4590,4590,0,100,0
G5500270961100,2020,1400000US55027961100,55027961100,Wisconsin,Dodge County,27,961100,4389,0,4389,0,100
G5500270961200,2020,1400000US55027961200,55027961200,Wisconsin,Dodge County,27,961200,3436,0,3436,0,100
G5500270961300,2020,1400000US55027961300,55027961300,Wisconsin,Dodge County,27,961300,5373,5189,184,96.57546994,3.424530058
G5500270961400,2020,1400000US55027961400,55027961400,Wisconsin,Dodge County,27,961400,4033,0,4033,0,100
G5500270961500,2020,1400000US55027961500,55027961500,Wisconsin,Dodge County,27,961500,5261,9,5252,0.171070139,99.82892986
G5500270961600,2020,1400000US55027961600,55027961600,Wisconsin,Dodge County,27,961600,4278,0,4278,0,100
G5500270961700,2020,1400000US55027961700,55027961700,Wisconsin,Dodge County,27,961700,3137,346,2791,11.02964616,88.97035384
G5500270961800,2020,1400000US55027961800,55027961800,Wisconsin,Dodge County,27,961800,4471,83,4388,1.856407962,98.14359204
G5500270961900,2020,1400000US55027961900,55027961900,Wisconsin,Dodge County,27,961900,5548,5528,20,99.63950973,0.360490267
G5500270962000,2020,1400000US55027962000,55027962000,Wisconsin,Dodge County,27,962000,2279,2279,0,100,0
G5500290100100,2020,1400000US55029100100,55029100100,Wisconsin,Door County,29,100100,2554,0,2554,0,100
G5500290100300,2020,1400000US55029100300,55029100300,Wisconsin,Door County,29,100300,2975,0,2975,0,100
G5500290100400,2020,1400000US55029100400,55029100400,Wisconsin,Door County,29,100400,3118,83,3035,2.661962797,97.3380372
G5500290100500,2020,1400000US55029100500,55029100500,Wisconsin,Door County,29,100500,3601,274,3327,7.608997501,92.3910025
G5500290100600,2020,1400000US55029100600,55029100600,Wisconsin,Door County,29,100600,3356,0,3356,0,100
G5500290100700,2020,1400000US55029100700,55029100700,Wisconsin,Door County,29,100700,4894,4667,227,95.36166735,4.638332652
G5500290100800,2020,1400000US55029100800,55029100800,Wisconsin,Door County,29,100800,5554,4325,1229,77.87180411,22.12819589
G5500290100900,2020,1400000US55029100900,55029100900,Wisconsin,Door County,29,100900,1775,80,1695,4.507042254,95.49295775
G5500290101000,2020,1400000US55029101000,55029101000,Wisconsin,Door County,29,101000,2239,0,2239,0,100
G5500290990000,2020,1400000US55029990000,55029990000,Wisconsin,Door County,29,990000,0,0,0,,
G5500310020300,2020,1400000US55031020300,55031020300,Wisconsin,Douglas County,31,20300,2918,2918,0,100,0
G5500310020400,2020,1400000US55031020400,55031020400,Wisconsin,Douglas County,31,20400,3228,3228,0,100,0
G5500310020500,2020,1400000US55031020500,55031020500,Wisconsin,Douglas County,31,20500,2906,2906,0,100,0
G5500310020600,2020,1400000US55031020600,55031020600,Wisconsin,Douglas County,31,20600,4226,4226,0,100,0
G5500310020700,2020,1400000US55031020700,55031020700,Wisconsin,Douglas County,31,20700,4230,3979,251,94.06619385,5.933806147
G5500310020800,2020,1400000US55031020800,55031020800,Wisconsin,Douglas County,31,20800,3492,3236,256,92.66895762,7.331042383
G5500310020900,2020,1400000US55031020900,55031020900,Wisconsin,Douglas County,31,20900,2291,2280,11,99.51986032,0.480139677
G5500310021000,2020,1400000US55031021000,55031021000,Wisconsin,Douglas County,31,21000,1863,1581,282,84.86312399,15.13687601
G5500310021100,2020,1400000US55031021100,55031021100,Wisconsin,Douglas County,31,21100,2139,2139,0,100,0
G5500310030101,2020,1400000US55031030101,55031030101,Wisconsin,Douglas County,31,30101,4164,0,4164,0,100
G5500310030102,2020,1400000US55031030102,55031030102,Wisconsin,Douglas County,31,30102,2083,0,2083,0,100
G5500310030200,2020,1400000US55031030200,55031030200,Wisconsin,Douglas County,31,30200,5247,698,4549,13.30283972,86.69716028
G5500310030301,2020,1400000US55031030301,55031030301,Wisconsin,Douglas County,31,30301,3143,0,3143,0,100
G5500310030302,2020,1400000US55031030302,55031030302,Wisconsin,Douglas County,31,30302,2365,0,2365,0,100
G5500310990000,2020,1400000US55031990000,55031990000,Wisconsin,Douglas County,31,990000,0,0,0,,
G5500330970100,2020,1400000US55033970100,55033970100,Wisconsin,Dunn County,33,970100,3903,0,3903,0,100
G5500330970200,2020,1400000US55033970200,55033970200,Wisconsin,Dunn County,33,970200,4783,0,4783,0,100
G5500330970300,2020,1400000US55033970300,55033970300,Wisconsin,Dunn County,33,970300,6129,0,6129,0,100
G5500330970400,2020,1400000US55033970400,55033970400,Wisconsin,Dunn County,33,970400,6601,0,6601,0,100
G5500330970500,2020,1400000US55033970500,55033970500,Wisconsin,Dunn County,33,970500,6813,5512,1301,80.90415382,19.09584618
G5500330970600,2020,1400000US55033970600,55033970600,Wisconsin,Dunn County,33,970600,4043,0,4043,0,100
G5500330970700,2020,1400000US55033970700,55033970700,Wisconsin,Dunn County,33,970700,6875,5886,989,85.61454545,14.38545455
G5500330970801,2020,1400000US55033970801,55033970801,Wisconsin,Dunn County,33,970801,2790,2790,0,100,0
G5500330970802,2020,1400000US55033970802,55033970802,Wisconsin,Dunn County,33,970802,3503,2834,669,80.90208393,19.09791607
G5500350000100,2020,1400000US55035000100,55035000100,Wisconsin,Eau Claire County,35,100,5094,0,5094,0,100
G5500350000200,2020,1400000US55035000200,55035000200,Wisconsin,Eau Claire County,35,200,4834,0,4834,0,100
G5500350000301,2020,1400000US55035000301,55035000301,Wisconsin,Eau Claire County,35,301,3883,1976,1907,50.88848828,49.11151172
G5500350000302,2020,1400000US55035000302,55035000302,Wisconsin,Eau Claire County,35,302,8369,4309,4060,51.48763293,48.51236707
G5500350000401,2020,1400000US55035000401,55035000401,Wisconsin,Eau Claire County,35,401,2637,2254,383,85.47591961,14.52408039
G5500350000402,2020,1400000US55035000402,55035000402,Wisconsin,Eau Claire County,35,402,5814,5777,37,99.36360509,0.636394909
G5500350000501,2020,1400000US55035000501,55035000501,Wisconsin,Eau Claire County,35,501,4940,4940,0,100,0
G5500350000502,2020,1400000US55035000502,55035000502,Wisconsin,Eau Claire County,35,502,4939,4813,126,97.44887629,2.551123709
G5500350000600,2020,1400000US55035000600,55035000600,Wisconsin,Eau Claire County,35,600,4900,4900,0,100,0
G5500350000700,2020,1400000US55035000700,55035000700,Wisconsin,Eau Claire County,35,700,5110,5110,0,100,0
G5500350000801,2020,1400000US55035000801,55035000801,Wisconsin,Eau Claire County,35,801,3779,3779,0,100,0
G5500350000802,2020,1400000US55035000802,55035000802,Wisconsin,Eau Claire County,35,802,3944,3944,0,100,0
G5500350000803,2020,1400000US55035000803,55035000803,Wisconsin,Eau Claire County,35,803,6265,6265,0,100,0
G5500350000900,2020,1400000US55035000900,55035000900,Wisconsin,Eau Claire County,35,900,5056,5049,7,99.86155063,0.138449367
G5500350001101,2020,1400000US55035001101,55035001101,Wisconsin,Eau Claire County,35,1101,2041,2041,0,100,0
G5500350001200,2020,1400000US55035001200,55035001200,Wisconsin,Eau Claire County,35,1200,5318,5318,0,100,0
G5500350001300,2020,1400000US55035001300,55035001300,Wisconsin,Eau Claire County,35,1300,5689,5617,72,98.73439972,1.265600281
G5500350001401,2020,1400000US55035001401,55035001401,Wisconsin,Eau Claire County,35,1401,3449,3449,0,100,0
G5500350001402,2020,1400000US55035001402,55035001402,Wisconsin,Eau Claire County,35,1402,3989,3989,0,100,0
G5500350001500,2020,1400000US55035001500,55035001500,Wisconsin,Eau Claire County,35,1500,3859,1776,2083,46.02228557,53.97771443
G5500350001600,2020,1400000US55035001600,55035001600,Wisconsin,Eau Claire County,35,1600,6547,68,6479,1.038643654,98.96135635
G5500350001700,2020,1400000US55035001700,55035001700,Wisconsin,Eau Claire County,35,1700,5254,5254,0,100,0
G5500370190101,2020,1400000US55037190101,55037190101,Wisconsin,Florence County,37,190101,1234,0,1234,0,100
G5500370190102,2020,1400000US55037190102,55037190102,Wisconsin,Florence County,37,190102,1465,0,1465,0,100
G5500370190200,2020,1400000US55037190200,55037190200,Wisconsin,Florence County,37,190200,1859,0,1859,0,100
G5500390040100,2020,1400000US55039040100,55039040100,Wisconsin,Fond du Lac County,39,40100,4118,4118,0,100,0
G5500390040200,2020,1400000US55039040200,55039040200,Wisconsin,Fond du Lac County,39,40200,2835,2835,0,100,0
G5500390040300,2020,1400000US55039040300,55039040300,Wisconsin,Fond du Lac County,39,40300,5954,5954,0,100,0
G5500390040400,2020,1400000US55039040400,55039040400,Wisconsin,Fond du Lac County,39,40400,2877,2877,0,100,0
G5500390040500,2020,1400000US55039040500,55039040500,Wisconsin,Fond du Lac County,39,40500,3933,3933,0,100,0
G5500390040700,2020,1400000US55039040700,55039040700,Wisconsin,Fond du Lac County,39,40700,5522,4305,1217,77.96088374,22.03911626
G5500390040800,2020,1400000US55039040800,55039040800,Wisconsin,Fond du Lac County,39,40800,4506,4506,0,100,0
G5500390040900,2020,1400000US55039040900,55039040900,Wisconsin,Fond du Lac County,39,40900,3380,3380,0,100,0
G5500390041000,2020,1400000US55039041000,55039041000,Wisconsin,Fond du Lac County,39,41000,3013,3013,0,100,0
G5500390041101,2020,1400000US55039041101,55039041101,Wisconsin,Fond du Lac County,39,41101,4999,4811,188,96.23924785,3.76075215
G5500390041102,2020,1400000US55039041102,55039041102,Wisconsin,Fond du Lac County,39,41102,5171,5171,0,100,0
G5500390041300,2020,1400000US55039041300,55039041300,Wisconsin,Fond du Lac County,39,41300,6919,6714,205,97.0371441,2.962855904
G5500390041400,2020,1400000US55039041400,55039041400,Wisconsin,Fond du Lac County,39,41400,5848,166,5682,2.838577291,97.16142271
G5500390041500,2020,1400000US55039041500,55039041500,Wisconsin,Fond du Lac County,39,41500,3346,2840,506,84.87746563,15.12253437
G5500390041600,2020,1400000US55039041600,55039041600,Wisconsin,Fond du Lac County,39,41600,5831,5219,612,89.50437318,10.49562682
G5500390041700,2020,1400000US55039041700,55039041700,Wisconsin,Fond du Lac County,39,41700,3881,0,3881,0,100
G5500390041800,2020,1400000US55039041800,55039041800,Wisconsin,Fond du Lac County,39,41800,4922,3601,1321,73.16131654,26.83868346
G5500390041901,2020,1400000US55039041901,55039041901,Wisconsin,Fond du Lac County,39,41901,3733,0,3733,0,100
G5500390041902,2020,1400000US55039041902,55039041902,Wisconsin,Fond du Lac County,39,41902,3397,0,3397,0,100
G5500390042001,2020,1400000US55039042001,55039042001,Wisconsin,Fond du Lac County,39,42001,3036,417,2619,13.73517787,86.26482213
G5500390042002,2020,1400000US55039042002,55039042002,Wisconsin,Fond du Lac County,39,42002,6397,2531,3866,39.56542129,60.43457871
G5500390042100,2020,1400000US55039042100,55039042100,Wisconsin,Fond du Lac County,39,42100,4547,0,4547,0,100
G5500390042200,2020,1400000US55039042200,55039042200,Wisconsin,Fond du Lac County,39,42200,5989,0,5989,0,100
G5500410950100,2020,1400000US55041950100,55041950100,Wisconsin,Forest County,41,950100,1322,0,1322,0,100
G5500410950200,2020,1400000US55041950200,55041950200,Wisconsin,Forest County,41,950200,2532,0,2532,0,100
G5500410950300,2020,1400000US55041950300,55041950300,Wisconsin,Forest County,41,950300,2669,0,2669,0,100
G5500410950400,2020,1400000US55041950400,55041950400,Wisconsin,Forest County,41,950400,2656,0,2656,0,100
G5500430960100,2020,1400000US55043960100,55043960100,Wisconsin,Grant County,43,960100,3770,0,3770,0,100
G5500430960200,2020,1400000US55043960200,55043960200,Wisconsin,Grant County,43,960200,4464,0,4464,0,100
G5500430960300,2020,1400000US55043960300,55043960300,Wisconsin,Grant County,43,960300,4441,0,4441,0,100
G5500430960400,2020,1400000US55043960400,55043960400,Wisconsin,Grant County,43,960400,3373,0,3373,0,100
G5500430960500,2020,1400000US55043960500,55043960500,Wisconsin,Grant County,43,960500,3630,0,3630,0,100
G5500430960600,2020,1400000US55043960600,55043960600,Wisconsin,Grant County,43,960600,3871,0,3871,0,100
G5500430960700,2020,1400000US55043960700,55043960700,Wisconsin,Grant County,43,960700,4130,0,4130,0,100
G5500430960800,2020,1400000US55043960800,55043960800,Wisconsin,Grant County,43,960800,2990,0,2990,0,100
G5500430960900,2020,1400000US55043960900,55043960900,Wisconsin,Grant County,43,960900,5062,4825,237,95.3180561,4.681943896
G5500430961000,2020,1400000US55043961000,55043961000,Wisconsin,Grant County,43,961000,7538,7013,525,93.03528787,6.964712125
G5500430961100,2020,1400000US55043961100,55043961100,Wisconsin,Grant County,43,961100,4372,0,4372,0,100
G5500430961200,2020,1400000US55043961200,55043961200,Wisconsin,Grant County,43,961200,4297,0,4297,0,100
G5500450960100,2020,1400000US55045960100,55045960100,Wisconsin,Green County,45,960100,6670,0,6670,0,100
G5500450960200,2020,1400000US55045960200,55045960200,Wisconsin,Green County,45,960200,5953,0,5953,0,100
G5500450960300,2020,1400000US55045960300,55045960300,Wisconsin,Green County,45,960300,4878,0,4878,0,100
G5500450960400,2020,1400000US55045960400,55045960400,Wisconsin,Green County,45,960400,4359,4150,209,95.20532232,4.794677678
G5500450960500,2020,1400000US55045960500,55045960500,Wisconsin,Green County,45,960500,3843,3434,409,89.35727296,10.64272704
G5500450960600,2020,1400000US55045960600,55045960600,Wisconsin,Green County,45,960600,3262,3141,121,96.29061925,3.709380748
G5500450960700,2020,1400000US55045960700,55045960700,Wisconsin,Green County,45,960700,3828,0,3828,0,100
G5500450960800,2020,1400000US55045960800,55045960800,Wisconsin,Green County,45,960800,4300,0,4300,0,100
G5500470100100,2020,1400000US55047100100,55047100100,Wisconsin,Green Lake County,47,100100,3175,2398,777,75.52755906,24.47244094
G5500470100200,2020,1400000US55047100200,55047100200,Wisconsin,Green Lake County,47,100200,3052,2804,248,91.87418087,8.125819135
G5500470100300,2020,1400000US55047100300,55047100300,Wisconsin,Green Lake County,47,100300,3068,0,3068,0,100
G5500470100400,2020,1400000US55047100400,55047100400,Wisconsin,Green Lake County,47,100400,2803,0,2803,0,100
G5500470100500,2020,1400000US55047100500,55047100500,Wisconsin,Green Lake County,47,100500,3128,0,3128,0,100
G5500470100600,2020,1400000US55047100600,55047100600,Wisconsin,Green Lake County,47,100600,3792,0,3792,0,100
G5500490950100,2020,1400000US55049950100,55049950100,Wisconsin,Iowa County,49,950100,3858,0,3858,0,100
G5500490950200,2020,1400000US55049950200,55049950200,Wisconsin,Iowa County,49,950200,3002,0,3002,0,100
G5500490950300,2020,1400000US55049950300,55049950300,Wisconsin,Iowa County,49,950300,3062,0,3062,0,100
G5500490950400,2020,1400000US55049950400,55049950400,Wisconsin,Iowa County,49,950400,5407,4898,509,90.58627705,9.413722952
G5500490950500,2020,1400000US55049950500,55049950500,Wisconsin,Iowa County,49,950500,4842,0,4842,0,100
G5500490950600,2020,1400000US55049950600,55049950600,Wisconsin,Iowa County,49,950600,3538,0,3538,0,100
G5500510180100,2020,1400000US55051180100,55051180100,Wisconsin,Iron County,51,180100,2616,2016,600,77.06422018,22.93577982
G5500510180200,2020,1400000US55051180200,55051180200,Wisconsin,Iron County,51,180200,1352,0,1352,0,100
G5500510180300,2020,1400000US55051180300,55051180300,Wisconsin,Iron County,51,180300,2169,0,2169,0,100
G5500510990000,2020,1400000US55051990000,55051990000,Wisconsin,Iron County,51,990000,0,0,0,,
G5500530960100,2020,1400000US55053960100,55053960100,Wisconsin,Jackson County,53,960100,4293,279,4014,6.498951782,93.50104822
G5500530960200,2020,1400000US55053960200,55053960200,Wisconsin,Jackson County,53,960200,3286,38,3248,1.156421181,98.84357882
G5500530960300,2020,1400000US55053960300,55053960300,Wisconsin,Jackson County,53,960300,4302,0,4302,0,100
G5500530960400,2020,1400000US55053960400,55053960400,Wisconsin,Jackson County,53,960400,4497,0,4497,0,100
G5500530960500,2020,1400000US55053960500,55053960500,Wisconsin,Jackson County,53,960500,4767,4098,669,85.96601636,14.03398364
G5500550100100,2020,1400000US55055100100,55055100100,Wisconsin,Jefferson County,55,100100,5396,4970,426,92.10526316,7.894736842
G5500550100200,2020,1400000US55055100200,55055100200,Wisconsin,Jefferson County,55,100200,3586,3586,0,100,0
G5500550100301,2020,1400000US55055100301,55055100301,Wisconsin,Jefferson County,55,100301,3737,3599,138,96.30719829,3.692801713
G5500550100302,2020,1400000US55055100302,55055100302,Wisconsin,Jefferson County,55,100302,2358,2358,0,100,0
G5500550100400,2020,1400000US55055100400,55055100400,Wisconsin,Jefferson County,55,100400,5921,148,5773,2.499577774,97.50042223
G5500550100500,2020,1400000US55055100500,55055100500,Wisconsin,Jefferson County,55,100500,6837,6529,308,95.49510019,4.50489981
G5500550100601,2020,1400000US55055100601,55055100601,Wisconsin,Jefferson County,55,100601,1656,180,1476,10.86956522,89.13043478
G5500550100602,2020,1400000US55055100602,55055100602,Wisconsin,Jefferson County,55,100602,3437,0,3437,0,100
G5500550100700,2020,1400000US55055100700,55055100700,Wisconsin,Jefferson County,55,100700,4982,0,4982,0,100
G5500550100800,2020,1400000US55055100800,55055100800,Wisconsin,Jefferson County,55,100800,4038,0,4038,0,100
G5500550100900,2020,1400000US55055100900,55055100900,Wisconsin,Jefferson County,55,100900,3801,0,3801,0,100
G5500550101000,2020,1400000US55055101000,55055101000,Wisconsin,Jefferson County,55,101000,3678,3466,212,94.23599782,5.764002175
G5500550101100,2020,1400000US55055101100,55055101100,Wisconsin,Jefferson County,55,101100,4373,4100,273,93.75714612,6.242853876
G5500550101201,2020,1400000US55055101201,55055101201,Wisconsin,Jefferson County,55,101201,2277,0,2277,0,100
G5500550101202,2020,1400000US55055101202,55055101202,Wisconsin,Jefferson County,55,101202,1678,792,886,47.19904648,52.80095352
G5500550101300,2020,1400000US55055101300,55055101300,Wisconsin,Jefferson County,55,101300,6017,5874,143,97.62340037,2.376599634
G5500550101400,2020,1400000US55055101400,55055101400,Wisconsin,Jefferson County,55,101400,3355,3351,4,99.88077496,0.119225037
G5500550101500,2020,1400000US55055101500,55055101500,Wisconsin,Jefferson County,55,101500,3976,3835,141,96.45372233,3.546277666
G5500550101600,2020,1400000US55055101600,55055101600,Wisconsin,Jefferson County,55,101600,6844,3123,3721,45.63120982,54.36879018
G5500550101701,2020,1400000US55055101701,55055101701,Wisconsin,Jefferson County,55,101701,1434,46,1388,3.207810321,96.79218968
G5500550101702,2020,1400000US55055101702,55055101702,Wisconsin,Jefferson County,55,101702,5519,1162,4357,21.05453887,78.94546113
G5500570100100,2020,1400000US55057100100,55057100100,Wisconsin,Juneau County,57,100100,2819,0,2819,0,100
G5500570100200,2020,1400000US55057100200,55057100200,Wisconsin,Juneau County,57,100200,3586,0,3586,0,100
G5500570100301,2020,1400000US55057100301,55057100301,Wisconsin,Juneau County,57,100301,1450,0,1450,0,100
G5500570100302,2020,1400000US55057100302,55057100302,Wisconsin,Juneau County,57,100302,2087,0,2087,0,100
G5500570100400,2020,1400000US55057100400,55057100400,Wisconsin,Juneau County,57,100400,5134,0,5134,0,100
G5500570100500,2020,1400000US55057100500,55057100500,Wisconsin,Juneau County,57,100500,4186,0,4186,0,100
G5500570100600,2020,1400000US55057100600,55057100600,Wisconsin,Juneau County,57,100600,3270,0,3270,0,100
G5500570100700,2020,1400000US55057100700,55057100700,Wisconsin,Juneau County,57,100700,4186,0,4186,0,100
G5500590000101,2020,1400000US55059000101,55059000101,Wisconsin,Kenosha County,59,101,1793,1793,0,100,0
G5500590000102,2020,1400000US55059000102,55059000102,Wisconsin,Kenosha County,59,102,3863,3806,57,98.52446285,1.475537147
G5500590000300,2020,1400000US55059000300,55059000300,Wisconsin,Kenosha County,59,300,5167,5167,0,100,0
G5500590000400,2020,1400000US55059000400,55059000400,Wisconsin,Kenosha County,59,400,3603,3603,0,100,0
G5500590000501,2020,1400000US55059000501,55059000501,Wisconsin,Kenosha County,59,501,2794,2794,0,100,0
G5500590000502,2020,1400000US55059000502,55059000502,Wisconsin,Kenosha County,59,502,2713,2713,0,100,0
G5500590000601,2020,1400000US55059000601,55059000601,Wisconsin,Kenosha County,59,601,6496,2820,3676,43.41133005,56.58866995
G5500590000603,2020,1400000US55059000603,55059000603,Wisconsin,Kenosha County,59,603,3779,3779,0,100,0
G5500590000604,2020,1400000US55059000604,55059000604,Wisconsin,Kenosha County,59,604,3898,3893,5,99.87172909,0.128270908
G5500590000700,2020,1400000US55059000700,55059000700,Wisconsin,Kenosha County,59,700,5369,5369,0,100,0
G5500590000800,2020,1400000US55059000800,55059000800,Wisconsin,Kenosha County,59,800,2763,2763,0,100,0
G5500590000900,2020,1400000US55059000900,55059000900,Wisconsin,Kenosha County,59,900,4058,4058,0,100,0
G5500590001000,2020,1400000US55059001000,55059001000,Wisconsin,Kenosha County,59,1000,2623,2623,0,100,0
G5500590001100,2020,1400000US55059001100,55059001100,Wisconsin,Kenosha County,59,1100,3502,3502,0,100,0
G5500590001200,2020,1400000US55059001200,55059001200,Wisconsin,Kenosha County,59,1200,4020,4020,0,100,0
G5500590001300,2020,1400000US55059001300,55059001300,Wisconsin,Kenosha County,59,1300,3981,3981,0,100,0
G5500590001401,2020,1400000US55059001401,55059001401,Wisconsin,Kenosha County,59,1401,2612,2612,0,100,0
G5500590001402,2020,1400000US55059001402,55059001402,Wisconsin,Kenosha County,59,1402,4570,4570,0,100,0
G5500590001500,2020,1400000US55059001500,55059001500,Wisconsin,Kenosha County,59,1500,3709,3709,0,100,0
G5500590001600,2020,1400000US55059001600,55059001600,Wisconsin,Kenosha County,59,1600,3350,3350,0,100,0
G5500590001700,2020,1400000US55059001700,55059001700,Wisconsin,Kenosha County,59,1700,2697,2697,0,100,0
G5500590001800,2020,1400000US55059001800,55059001800,Wisconsin,Kenosha County,59,1800,2201,2201,0,100,0
G5500590001900,2020,1400000US55059001900,55059001900,Wisconsin,Kenosha County,59,1900,2351,2351,0,100,0
G5500590002000,2020,1400000US55059002000,55059002000,Wisconsin,Kenosha County,59,2000,5731,5440,291,94.92235212,5.07764788
G5500590002100,2020,1400000US55059002100,55059002100,Wisconsin,Kenosha County,59,2100,4983,4983,0,100,0
G5500590002200,2020,1400000US55059002200,55059002200,Wisconsin,Kenosha County,59,2200,3570,3570,0,100,0
G5500590002300,2020,1400000US55059002300,55059002300,Wisconsin,Kenosha County,59,2300,5706,5706,0,100,0
G5500590002400,2020,1400000US55059002400,55059002400,Wisconsin,Kenosha County,59,2400,4644,4644,0,100,0
G5500590002500,2020,1400000US55059002500,55059002500,Wisconsin,Kenosha County,59,2500,3352,3352,0,100,0
G5500590002603,2020,1400000US55059002603,55059002603,Wisconsin,Kenosha County,59,2603,4909,4909,0,100,0
G5500590002604,2020,1400000US55059002604,55059002604,Wisconsin,Kenosha County,59,2604,3939,3939,0,100,0
G5500590002605,2020,1400000US55059002605,55059002605,Wisconsin,Kenosha County,59,2605,5916,5516,400,93.23867478,6.76132522
G5500590002606,2020,1400000US55059002606,55059002606,Wisconsin,Kenosha County,59,2606,4624,4278,346,92.51730104,7.482698962
G5500590002700,2020,1400000US55059002700,55059002700,Wisconsin,Kenosha County,59,2700,6533,2877,3656,44.03796112,55.96203888
G5500590002801,2020,1400000US55059002801,55059002801,Wisconsin,Kenosha County,59,2801,3410,786,2624,23.04985337,76.95014663
G5500590002802,2020,1400000US55059002802,55059002802,Wisconsin,Kenosha County,59,2802,2803,27,2776,0.963253657,99.03674634
